GLNo,COBDate,FindPR,Sum of Princ Rec,Find,,,,,
GL078095/21,31032022,GL078095/213103202210000,10000,GL078095/213103202210000,,,,,
GL078096/21,31032022,GL078096/21310320224000,4000,GL078096/21310320224000,,,,,
GL078097/21,31032022,GL078097/213103202220000,20000,GL078097/213103202220000,,,,,
GL078098/21,31032022,GL078098/21310320225000,5000,GL078098/21310320225000,,,,,
GL078098/21,31032022,GL078098/2131032022,,#N/A,,,,,
GL078099/21,31032022,GL078099/21310320220,0,GL078099/21310320220,,,,,
GL078099/21,31032022,GL078099/2131032022,,#N/A,,,,,
GL078100/21,31032022,GL078100/213103202210000,10000,GL078100/213103202210000,,,,,
GL078101/21,31032022,GL078101/213103202245000,45000,GL078101/213103202245000,,,,,
GL078102/21,31032022,GL078102/21310320220,0,GL078102/21310320220,,,,,
GL078102/21,31032022,GL078102/2131032022,,#N/A,,,,,
GL078103/21,31032022,GL078103/21310320220,0,GL078103/21310320220,,,,,
GL078103/21,31032022,GL078103/2131032022,,#N/A,,,,,
GL078104/21,31032022,GL078104/213103202212000,12000,GL078104/213103202212000,,,,,
GL078105/21,31032022,GL078105/2131032022145000,145000,GL078105/2131032022145000,,,,,
GL078106/21,31032022,GL078106/213103202221000,21000,GL078106/213103202221000,,,,,
GL078107/21,31032022,GL078107/21310320221432,1432,GL078107/21310320221432,,,,,
GL078107/21,31032022,GL078107/2131032022,,#N/A,,,,,
GL078108/21,31032022,GL078108/213103202228000,28000,GL078108/213103202228000,,,,,
GL078109/21,31032022,GL078109/213103202242700,42700,GL078109/213103202242700,,,,,
GL078110/21,31032022,GL078110/21310320225000,5000,GL078110/21310320225000,,,,,
GL078111/21,31032022,GL078111/213103202216000,16000,GL078111/213103202216000,,,,,
GL078112/21,31032022,GL078112/213103202230000,30000,GL078112/213103202230000,,,,,
GL078113/21,31032022,GL078113/2131032022170000,170000,GL078113/2131032022170000,,,,,
GL078114/21,31032022,GL078114/213103202224000,24000,GL078114/213103202224000,,,,,
GL078115/21,31032022,GL078115/213103202239900,39900,GL078115/213103202239900,,,,,
GL078116/21,31032022,GL078116/213103202225000,25000,GL078116/213103202225000,,,,,
GL078117/21,31032022,GL078117/213103202224000,24000,GL078117/213103202224000,,,,,
GL078118/21,31032022,GL078118/213103202241600,41600,GL078118/213103202241600,,,,,
GL078119/21,31032022,GL078119/21310320223500,3500,GL078119/21310320223500,,,,,
GL078119/21,31032022,GL078119/2131032022,,#N/A,,,,,
GL078120/21,31032022,GL078120/213103202255000,55000,GL078120/213103202255000,,,,,
GL078121/21,31032022,GL078121/21310320223015,3015,GL078121/21310320223015,,,,,
GL078121/21,31032022,GL078121/2131032022,,#N/A,,,,,
GL078122/21,31032022,GL078122/21310320220,0,GL078122/21310320220,,,,,
GL078122/21,31032022,GL078122/2131032022,,#N/A,,,,,
GL078123/21,31032022,GL078123/213103202211000,11000,GL078123/213103202211000,,,,,
GL078124/21,31032022,GL078124/213103202210000,10000,GL078124/213103202210000,,,,,
GL078125/21,31032022,GL078125/21310320220,0,GL078125/21310320220,,,,,
GL078125/21,31032022,GL078125/2131032022,,#N/A,,,,,
GL078126/21,31032022,GL078126/21310320220,0,GL078126/21310320220,,,,,
GL078126/21,31032022,GL078126/2131032022,,#N/A,,,,,
GL078127/21,31032022,GL078127/213103202235000,35000,GL078127/213103202235000,,,,,
GL078128/21,31032022,GL078128/21310320220,0,GL078128/21310320220,,,,,
GL078128/21,31032022,GL078128/2131032022,,#N/A,,,,,
GL078129/21,31032022,GL078129/21310320225000,5000,GL078129/21310320225000,,,,,
GL078130/21,31032022,GL078130/21310320222500,2500,GL078130/21310320222500,,,,,
GL078131/21,31032022,GL078131/21310320220,0,GL078131/21310320220,,,,,
GL078131/21,31032022,GL078131/2131032022,,#N/A,,,,,
GL078132/21,31032022,GL078132/21310320226000,6000,GL078132/21310320226000,,,,,
GL078133/21,31032022,GL078133/2131032022100000,100000,GL078133/2131032022100000,,,,,
GL078134/21,31032022,GL078134/213103202215000,15000,GL078134/213103202215000,,,,,
GL078135/21,31032022,GL078135/21310320220,0,GL078135/21310320220,,,,,
GL078135/21,31032022,GL078135/2131032022,,#N/A,,,,,
GL078136/21,31032022,GL078136/213103202239000,39000,GL078136/213103202239000,,,,,
GL078137/21,31032022,GL078137/21310320220,0,GL078137/21310320220,,,,,
GL078137/21,31032022,GL078137/2131032022,,#N/A,,,,,
GL078138/21,31032022,GL078138/21310320220,0,GL078138/21310320220,,,,,
GL078138/21,31032022,GL078138/2131032022,,#N/A,,,,,
GL078139/21,31032022,GL078139/21310320228000,8000,GL078139/21310320228000,,,,,
GL078139/21,31032022,GL078139/2131032022,,#N/A,,,,,
GL078140/21,31032022,GL078140/213103202250000,50000,GL078140/213103202250000,,,,,
GL078141/21,31032022,GL078141/21310320220,0,GL078141/21310320220,,,,,
GL078141/21,31032022,GL078141/2131032022,,#N/A,,,,,
GL078142/21,31032022,GL078142/213103202223000,23000,GL078142/213103202223000,,,,,
GL078143/21,31032022,GL078143/213103202213000,13000,GL078143/213103202213000,,,,,
GL078144/21,31032022,GL078144/21310320220,0,GL078144/21310320220,,,,,
GL078144/21,31032022,GL078144/2131032022,,#N/A,,,,,
GL078145/21,31032022,GL078145/21310320220,0,GL078145/21310320220,,,,,
GL078145/21,31032022,GL078145/2131032022,,#N/A,,,,,
GL078146/21,31032022,GL078146/213103202231,31,GL078146/213103202231,,,,,
GL078146/21,31032022,GL078146/2131032022,,#N/A,,,,,
GL078147/21,31032022,GL078147/213103202232000,32000,GL078147/213103202232000,,,,,
GL078148/21,31032022,GL078148/213103202226000,26000,GL078148/213103202226000,,,,,
GL078149/21,31032022,GL078149/21310320220,0,GL078149/21310320220,,,,,
GL078149/21,31032022,GL078149/2131032022,,#N/A,,,,,
GL078150/21,31032022,GL078150/21310320222000,2000,GL078150/21310320222000,,,,,
GL078150/21,31032022,GL078150/2131032022,,#N/A,,,,,
GL078151/21,31032022,GL078151/21310320225000,5000,GL078151/21310320225000,,,,,
GL078152/21,31032022,GL078152/21310320223800,3800,GL078152/21310320223800,,,,,
GL078152/21,31032022,GL078152/2131032022,,#N/A,,,,,
GL078153/21,31032022,GL078153/213103202216000,16000,GL078153/213103202216000,,,,,
GL078154/21,31032022,GL078154/21310320220,0,GL078154/21310320220,,,,,
GL078154/21,31032022,GL078154/2131032022,,#N/A,,,,,
GL078155/21,31032022,GL078155/213103202232000,32000,GL078155/213103202232000,,,,,
GL078156/21,31032022,GL078156/21310320221098,1098,GL078156/21310320221098,,,,,
GL078156/21,31032022,GL078156/2131032022,,#N/A,,,,,
GL078157/21,31032022,GL078157/21310320226500,6500,GL078157/21310320226500,,,,,
GL078158/21,31032022,GL078158/21310320220,0,GL078158/21310320220,,,,,
GL078158/21,31032022,GL078158/2131032022,,#N/A,,,,,
GL078159/21,31032022,GL078159/21310320220,0,GL078159/21310320220,,,,,
GL078159/21,31032022,GL078159/2131032022,,#N/A,,,,,
GL078160/21,31032022,GL078160/21310320220,0,GL078160/21310320220,,,,,
GL078160/21,31032022,GL078160/2131032022,,#N/A,,,,,
GL078161/21,31032022,GL078161/213103202236000,36000,GL078161/213103202236000,,,,,
GL078162/21,31032022,GL078162/21310320220,0,GL078162/21310320220,,,,,
GL078162/21,31032022,GL078162/2131032022,,#N/A,,,,,
GL078163/21,31032022,GL078163/21310320220,0,GL078163/21310320220,,,,,
GL078163/21,31032022,GL078163/2131032022,,#N/A,,,,,
GL078164/21,31032022,GL078164/213103202212000,12000,GL078164/213103202212000,,,,,
GL078165/21,31032022,GL078165/21310320220,0,GL078165/21310320220,,,,,
GL078165/21,31032022,GL078165/2131032022,,#N/A,,,,,
GL078166/21,31032022,GL078166/21310320226000,6000,GL078166/21310320226000,,,,,
GL078167/21,31032022,GL078167/21310320220,0,GL078167/21310320220,,,,,
GL078167/21,31032022,GL078167/2131032022,,#N/A,,,,,
GL078168/21,31032022,GL078168/21310320220,0,GL078168/21310320220,,,,,
GL078168/21,31032022,GL078168/2131032022,,#N/A,,,,,
GL078169/21,31032022,GL078169/21310320228000,8000,GL078169/21310320228000,,,,,
GL078170/21,31032022,GL078170/213103202231100,31100,GL078170/213103202231100,,,,,
GL078170/21,31032022,GL078170/2131032022,,#N/A,,,,,
GL078171/21,31032022,GL078171/21310320220,0,GL078171/21310320220,,,,,
GL078171/21,31032022,GL078171/2131032022,,#N/A,,,,,
GL078172/21,31032022,GL078172/213103202284,84,GL078172/213103202284,,,,,
GL078172/21,31032022,GL078172/2131032022,,#N/A,,,,,
GL078173/21,31032022,GL078173/213103202224000,24000,GL078173/213103202224000,,,,,
GL078174/21,31032022,GL078174/213103202256500,56500,GL078174/213103202256500,,,,,
GL078175/21,31032022,GL078175/2131032022185000,185000,GL078175/2131032022185000,,,,,
GL078176/21,31032022,GL078176/213103202215000,15000,GL078176/213103202215000,,,,,
GL078177/21,31032022,GL078177/21310320228000,8000,GL078177/21310320228000,,,,,
GL078178/21,31032022,GL078178/213103202210000,10000,GL078178/213103202210000,,,,,
GL078179/21,31032022,GL078179/213103202217000,17000,GL078179/213103202217000,,,,,
GL078180/21,31032022,GL078180/21310320220,0,GL078180/21310320220,,,,,
GL078180/21,31032022,GL078180/2131032022,,#N/A,,,,,
GL078181/21,31032022,GL078181/21310320225000,5000,GL078181/21310320225000,,,,,
GL078182/21,31032022,GL078182/213103202228500,28500,GL078182/213103202228500,,,,,
GL078183/21,31032022,GL078183/21310320220,0,GL078183/21310320220,,,,,
GL078183/21,31032022,GL078183/2131032022,,#N/A,,,,,
GL078184/21,31032022,GL078184/2131032022130,130,GL078184/2131032022130,,,,,
GL078184/21,31032022,GL078184/2131032022,,#N/A,,,,,
GL078185/21,31032022,GL078185/21310320220,0,GL078185/21310320220,,,,,
GL078185/21,31032022,GL078185/2131032022,,#N/A,,,,,
GL078186/21,31032022,GL078186/21310320220,0,GL078186/21310320220,,,,,
GL078186/21,31032022,GL078186/2131032022,,#N/A,,,,,
GL078187/21,31032022,GL078187/213103202220000,20000,GL078187/213103202220000,,,,,
GL078188/21,31032022,GL078188/21310320220,0,GL078188/21310320220,,,,,
GL078188/21,31032022,GL078188/2131032022,,#N/A,,,,,
GL078189/21,31032022,GL078189/21310320220,0,GL078189/21310320220,,,,,
GL078189/21,31032022,GL078189/2131032022,,#N/A,,,,,
GL078190/21,31032022,GL078190/213103202215000,15000,GL078190/213103202215000,,,,,
GL078191/21,31032022,GL078191/213103202250000,50000,GL078191/213103202250000,,,,,
GL078191/21,31032022,GL078191/2131032022,,#N/A,,,,,
GL078192/21,31032022,GL078192/21310320225000,5000,GL078192/21310320225000,,,,,
GL078193/21,31032022,GL078193/213103202218000,18000,GL078193/213103202218000,,,,,
GL078194/21,31032022,GL078194/213103202240000,40000,GL078194/213103202240000,,,,,
GL078195/21,31032022,GL078195/21310320223500,3500,GL078195/21310320223500,,,,,
GL078196/21,31032022,GL078196/21310320222125,2125,GL078196/21310320222125,,,,,
GL078196/21,31032022,GL078196/2131032022,,#N/A,,,,,
GL078197/21,31032022,GL078197/21310320221000,1000,GL078197/21310320221000,,,,,
GL078197/21,31032022,GL078197/2131032022,,#N/A,,,,,
GL078198/21,31032022,GL078198/21310320220,0,GL078198/21310320220,,,,,
GL078198/21,31032022,GL078198/2131032022,,#N/A,,,,,
GL078199/21,31032022,GL078199/213103202210500,10500,GL078199/213103202210500,,,,,
GL078200/21,31032022,GL078200/213103202270000,70000,GL078200/213103202270000,,,,,
GL078201/21,31032022,GL078201/21310320220,0,GL078201/21310320220,,,,,
GL078201/21,31032022,GL078201/2131032022,,#N/A,,,,,
GL078202/21,31032022,GL078202/213103202265000,65000,GL078202/213103202265000,,,,,
GL078203/21,31032022,GL078203/213103202217000,17000,GL078203/213103202217000,,,,,
GL078204/21,31032022,GL078204/213103202215000,15000,GL078204/213103202215000,,,,,
GL078205/21,31032022,GL078205/21310320220,0,GL078205/21310320220,,,,,
GL078205/21,31032022,GL078205/2131032022,,#N/A,,,,,
GL078206/21,31032022,GL078206/21310320220,0,GL078206/21310320220,,,,,
GL078206/21,31032022,GL078206/2131032022,,#N/A,,,,,
GL078207/21,31032022,GL078207/213103202265000,65000,GL078207/213103202265000,,,,,
GL078208/21,31032022,GL078208/21310320220,0,GL078208/21310320220,,,,,
GL078208/21,31032022,GL078208/2131032022,,#N/A,,,,,
GL078209/21,31032022,GL078209/213103202228000,28000,GL078209/213103202228000,,,,,
GL078210/21,31032022,GL078210/21310320220,0,GL078210/21310320220,,,,,
GL078210/21,31032022,GL078210/2131032022,,#N/A,,,,,
GL078211/21,31032022,GL078211/213103202250500,50500,GL078211/213103202250500,,,,,
GL078212/21,31032022,GL078212/213103202210000,10000,GL078212/213103202210000,,,,,
GL078213/21,31032022,GL078213/21310320228000,8000,GL078213/21310320228000,,,,,
GL078214/21,31032022,GL078214/213103202211000,11000,GL078214/213103202211000,,,,,
GL078215/21,31032022,GL078215/21310320220,0,GL078215/21310320220,,,,,
GL078215/21,31032022,GL078215/2131032022,,#N/A,,,,,
GL078216/21,31032022,GL078216/21310320220,0,GL078216/21310320220,,,,,
GL078216/21,31032022,GL078216/2131032022,,#N/A,,,,,
GL078217/21,31032022,GL078217/213103202222500,22500,GL078217/213103202222500,,,,,
GL078218/21,31032022,GL078218/2131032022180000,180000,GL078218/2131032022180000,,,,,
GL078219/21,31032022,GL078219/213103202218000,18000,GL078219/213103202218000,,,,,
GL078220/21,31032022,GL078220/213103202227000,27000,GL078220/213103202227000,,,,,
GL078221/21,31032022,GL078221/21310320225000,5000,GL078221/21310320225000,,,,,
GL078222/21,31032022,GL078222/213103202210000,10000,GL078222/213103202210000,,,,,
GL078223/21,31032022,GL078223/21310320220,0,GL078223/21310320220,,,,,
GL078223/21,31032022,GL078223/2131032022,,#N/A,,,,,
GL078224/21,31032022,GL078224/21310320229,9,GL078224/21310320229,,,,,
GL078224/21,31032022,GL078224/2131032022,,#N/A,,,,,
GL078225/21,31032022,GL078225/21310320225000,5000,GL078225/21310320225000,,,,,
GL078226/21,31032022,GL078226/21310320220,0,GL078226/21310320220,,,,,
GL078226/21,31032022,GL078226/2131032022,,#N/A,,,,,
GL078227/21,31032022,GL078227/21310320220,0,GL078227/21310320220,,,,,
GL078227/21,31032022,GL078227/2131032022,,#N/A,,,,,
GL078228/21,31032022,GL078228/21310320220,0,GL078228/21310320220,,,,,
GL078228/21,31032022,GL078228/2131032022,,#N/A,,,,,
GL078229/21,31032022,GL078229/21310320223000,3000,GL078229/21310320223000,,,,,
GL078230/21,31032022,GL078230/213103202216500,16500,GL078230/213103202216500,,,,,
GL078231/21,31032022,GL078231/21310320223000,3000,GL078231/21310320223000,,,,,
GL078232/21,31032022,GL078232/213103202217000,17000,GL078232/213103202217000,,,,,
GL078233/21,31032022,GL078233/213103202212500,12500,GL078233/213103202212500,,,,,
GL078234/21,31032022,GL078234/213103202254,54,GL078234/213103202254,,,,,
GL078234/21,31032022,GL078234/2131032022,,#N/A,,,,,
GL078235/21,31032022,GL078235/21310320229000,9000,GL078235/21310320229000,,,,,
GL078236/21,31032022,GL078236/21310320220,0,GL078236/21310320220,,,,,
GL078236/21,31032022,GL078236/2131032022,,#N/A,,,,,
GL078237/21,31032022,GL078237/213103202214000,14000,GL078237/213103202214000,,,,,
GL078238/21,31032022,GL078238/213103202213000,13000,GL078238/213103202213000,,,,,
GL078239/21,31032022,GL078239/213103202241000,41000,GL078239/213103202241000,,,,,
GL078240/21,31032022,GL078240/213103202236300,36300,GL078240/213103202236300,,,,,
GL078241/21,31032022,GL078241/21310320220,0,GL078241/21310320220,,,,,
GL078241/21,31032022,GL078241/2131032022,,#N/A,,,,,
GL078242/21,31032022,GL078242/213103202227500,27500,GL078242/213103202227500,,,,,
GL078243/21,31032022,GL078243/21310320220,0,GL078243/21310320220,,,,,
GL078243/21,31032022,GL078243/2131032022,,#N/A,,,,,
GL078244/21,31032022,GL078244/213103202250000,50000,GL078244/213103202250000,,,,,
GL078245/21,31032022,GL078245/21310320220,0,GL078245/21310320220,,,,,
GL078245/21,31032022,GL078245/2131032022,,#N/A,,,,,
GL078246/21,31032022,GL078246/21310320220,0,GL078246/21310320220,,,,,
GL078246/21,31032022,GL078246/2131032022,,#N/A,,,,,
GL078247/21,31032022,GL078247/213103202217000,17000,GL078247/213103202217000,,,,,
GL078248/21,31032022,GL078248/213103202236000,36000,GL078248/213103202236000,,,,,
GL078249/21,31032022,GL078249/21310320220,0,GL078249/21310320220,,,,,
GL078249/21,31032022,GL078249/2131032022,,#N/A,,,,,
GL078250/21,31032022,GL078250/21310320222000,2000,GL078250/21310320222000,,,,,
GL078251/21,31032022,GL078251/213103202215000,15000,GL078251/213103202215000,,,,,
GL078252/21,31032022,GL078252/213103202215000,15000,GL078252/213103202215000,,,,,
GL078253/21,31032022,GL078253/21310320227500,7500,GL078253/21310320227500,,,,,
GL078254/21,31032022,GL078254/213103202213000,13000,GL078254/213103202213000,,,,,
GL078255/21,31032022,GL078255/21310320222000,2000,GL078255/21310320222000,,,,,
GL078256/21,31032022,GL078256/21310320220,0,GL078256/21310320220,,,,,
GL078256/21,31032022,GL078256/2131032022,,#N/A,,,,,
GL078257/21,31032022,GL078257/2131032022500,500,GL078257/2131032022500,,,,,
GL078257/21,31032022,GL078257/2131032022,,#N/A,,,,,
GL078258/21,31032022,GL078258/21310320220,0,GL078258/21310320220,,,,,
GL078258/21,31032022,GL078258/2131032022,,#N/A,,,,,
GL078259/21,31032022,GL078259/213103202270000,70000,GL078259/213103202270000,,,,,
GL078260/21,31032022,GL078260/2131032022114,114,GL078260/2131032022114,,,,,
GL078260/21,31032022,GL078260/2131032022,,#N/A,,,,,
GL078261/21,31032022,GL078261/213103202212000,12000,GL078261/213103202212000,,,,,
GL078262/21,31032022,GL078262/213103202220000,20000,GL078262/213103202220000,,,,,
GL078263/21,31032022,GL078263/21310320220,0,GL078263/21310320220,,,,,
GL078263/21,31032022,GL078263/2131032022,,#N/A,,,,,
GL078264/21,31032022,GL078264/213103202215000,15000,GL078264/213103202215000,,,,,
GL078265/21,31032022,GL078265/21310320220,0,GL078265/21310320220,,,,,
GL078265/21,31032022,GL078265/2131032022,,#N/A,,,,,
GL078266/21,31032022,GL078266/213103202241000,41000,GL078266/213103202241000,,,,,
GL078267/21,31032022,GL078267/213103202214000,14000,GL078267/213103202214000,,,,,
GL078268/21,31032022,GL078268/213103202220000,20000,GL078268/213103202220000,,,,,
GL078269/21,31032022,GL078269/213103202213500,13500,GL078269/213103202213500,,,,,
GL078270/21,31032022,GL078270/21310320220,0,GL078270/21310320220,,,,,
GL078270/21,31032022,GL078270/2131032022,,#N/A,,,,,
GL078271/21,31032022,GL078271/21310320225000,5000,GL078271/21310320225000,,,,,
GL078272/21,31032022,GL078272/213103202225000,25000,GL078272/213103202225000,,,,,
GL078273/21,31032022,GL078273/213103202224800,24800,GL078273/213103202224800,,,,,
GL078274/21,31032022,GL078274/21310320225000,5000,GL078274/21310320225000,,,,,
GL078275/21,31032022,GL078275/21310320220,0,GL078275/21310320220,,,,,
GL078275/21,31032022,GL078275/2131032022,,#N/A,,,,,
GL078276/21,31032022,GL078276/213103202224000,24000,GL078276/213103202224000,,,,,
GL078277/21,31032022,GL078277/21310320220,0,GL078277/21310320220,,,,,
GL078277/21,31032022,GL078277/2131032022,,#N/A,,,,,
GL078278/21,31032022,GL078278/21310320220,0,GL078278/21310320220,,,,,
GL078278/21,31032022,GL078278/2131032022,,#N/A,,,,,
GL078279/21,31032022,GL078279/213103202210000,10000,GL078279/213103202210000,,,,,
GL078280/21,31032022,GL078280/21310320221500,1500,GL078280/21310320221500,,,,,
GL078281/21,31032022,GL078281/21310320220,0,GL078281/21310320220,,,,,
GL078281/21,31032022,GL078281/2131032022,,#N/A,,,,,
GL078282/21,31032022,GL078282/21310320220,0,GL078282/21310320220,,,,,
GL078282/21,31032022,GL078282/2131032022,,#N/A,,,,,
GL078283/21,31032022,GL078283/213103202211000,11000,GL078283/213103202211000,,,,,
GL078284/21,31032022,GL078284/21310320222000,2000,GL078284/21310320222000,,,,,
GL078285/21,31032022,GL078285/213103202215000,15000,GL078285/213103202215000,,,,,
GL078286/21,31032022,GL078286/213103202226000,26000,GL078286/213103202226000,,,,,
GL078287/21,31032022,GL078287/213103202217000,17000,GL078287/213103202217000,,,,,
GL078288/21,31032022,GL078288/213103202240000,40000,GL078288/213103202240000,,,,,
GL078289/21,31032022,GL078289/213103202230000,30000,GL078289/213103202230000,,,,,
GL078290/21,31032022,GL078290/21310320228000,8000,GL078290/21310320228000,,,,,
GL078291/21,31032022,GL078291/213103202222000,22000,GL078291/213103202222000,,,,,
GL078292/21,31032022,GL078292/213103202213000,13000,GL078292/213103202213000,,,,,
GL078293/21,31032022,GL078293/21310320227000,7000,GL078293/21310320227000,,,,,
GL078294/21,31032022,GL078294/213103202280000,80000,GL078294/213103202280000,,,,,
GL078295/21,31032022,GL078295/21310320220,0,GL078295/21310320220,,,,,
GL078295/21,31032022,GL078295/2131032022,,#N/A,,,,,
GL078296/21,31032022,GL078296/21310320220,0,GL078296/21310320220,,,,,
GL078296/21,31032022,GL078296/2131032022,,#N/A,,,,,
GL078297/21,31032022,GL078297/21310320228000,8000,GL078297/21310320228000,,,,,
GL078298/21,31032022,GL078298/21310320220,0,GL078298/21310320220,,,,,
GL078298/21,31032022,GL078298/2131032022,,#N/A,,,,,
GL078299/21,31032022,GL078299/213103202217000,17000,GL078299/213103202217000,,,,,
GL078300/21,31032022,GL078300/21310320220,0,GL078300/21310320220,,,,,
GL078300/21,31032022,GL078300/2131032022,,#N/A,,,,,
GL078301/21,31032022,GL078301/21310320220,0,GL078301/21310320220,,,,,
GL078301/21,31032022,GL078301/2131032022,,#N/A,,,,,
GL078302/21,31032022,GL078302/2131032022130000,130000,GL078302/2131032022130000,,,,,
GL078303/21,31032022,GL078303/21310320224000,4000,GL078303/21310320224000,,,,,
GL078304/21,31032022,GL078304/21310320220,0,GL078304/21310320220,,,,,
GL078304/21,31032022,GL078304/2131032022,,#N/A,,,,,
GL078305/21,31032022,GL078305/21310320227000,7000,GL078305/21310320227000,,,,,
GL078306/21,31032022,GL078306/213103202230000,30000,GL078306/213103202230000,,,,,
GL078307/21,31032022,GL078307/21310320220,0,GL078307/21310320220,,,,,
GL078307/21,31032022,GL078307/2131032022,,#N/A,,,,,
GL078308/21,31032022,GL078308/21310320220,0,GL078308/21310320220,,,,,
GL078308/21,31032022,GL078308/2131032022,,#N/A,,,,,
GL078309/21,31032022,GL078309/21310320222065,2065,GL078309/21310320222065,,,,,
GL078309/21,31032022,GL078309/2131032022,,#N/A,,,,,
GL078310/21,31032022,GL078310/21310320226000,6000,GL078310/21310320226000,,,,,
GL078311/21,31032022,GL078311/213103202230000,30000,GL078311/213103202230000,,,,,
GL078312/21,31032022,GL078312/213103202225000,25000,GL078312/213103202225000,,,,,
GL078313/21,31032022,GL078313/21310320220,0,GL078313/21310320220,,,,,
GL078313/21,31032022,GL078313/2131032022,,#N/A,,,,,
GL078314/21,31032022,GL078314/213103202210000,10000,GL078314/213103202210000,,,,,
GL078315/21,31032022,GL078315/213103202216000,16000,GL078315/213103202216000,,,,,
GL078316/21,31032022,GL078316/21310320220,0,GL078316/21310320220,,,,,
GL078316/21,31032022,GL078316/2131032022,,#N/A,,,,,
GL078317/21,31032022,GL078317/213103202250000,50000,GL078317/213103202250000,,,,,
GL078318/21,31032022,GL078318/21310320225000,5000,GL078318/21310320225000,,,,,
GL078319/21,31032022,GL078319/21310320223000,3000,GL078319/21310320223000,,,,,
GL078319/21,31032022,GL078319/2131032022,,#N/A,,,,,
GL078320/21,31032022,GL078320/213103202210000,10000,GL078320/213103202210000,,,,,
GL078321/21,31032022,GL078321/213103202215000,15000,GL078321/213103202215000,,,,,
GL078322/21,31032022,GL078322/213103202218059,18059,GL078322/213103202218059,,,,,
GL078322/21,31032022,GL078322/2131032022,,#N/A,,,,,
GL078323/21,31032022,GL078323/21310320222000,2000,GL078323/21310320222000,,,,,
GL078323/21,31032022,GL078323/2131032022,,#N/A,,,,,
GL078324/21,31032022,GL078324/21310320222084,2084,GL078324/21310320222084,,,,,
GL078324/21,31032022,GL078324/2131032022,,#N/A,,,,,
GL078325/21,31032022,GL078325/213103202217000,17000,GL078325/213103202217000,,,,,
GL078326/21,31032022,GL078326/213103202230000,30000,GL078326/213103202230000,,,,,
GL078327/21,31032022,GL078327/21310320220,0,GL078327/21310320220,,,,,
GL078327/21,31032022,GL078327/2131032022,,#N/A,,,,,
GL078328/21,31032022,GL078328/213103202210300,10300,GL078328/213103202210300,,,,,
GL078329/21,31032022,GL078329/21310320220,0,GL078329/21310320220,,,,,
GL078329/21,31032022,GL078329/2131032022,,#N/A,,,,,
GL078330/21,31032022,GL078330/21310320220,0,GL078330/21310320220,,,,,
GL078330/21,31032022,GL078330/2131032022,,#N/A,,,,,
GL078331/21,31032022,GL078331/21310320223000,3000,GL078331/21310320223000,,,,,
GL078332/21,31032022,GL078332/21310320220,0,GL078332/21310320220,,,,,
GL078332/21,31032022,GL078332/2131032022,,#N/A,,,,,
GL078333/21,31032022,GL078333/213103202250000,50000,GL078333/213103202250000,,,,,
GL078334/21,31032022,GL078334/21310320221400,1400,GL078334/21310320221400,,,,,
GL078335/21,31032022,GL078335/21310320223000,3000,GL078335/21310320223000,,,,,
GL078336/21,31032022,GL078336/21310320222000,2000,GL078336/21310320222000,,,,,
GL078336/21,31032022,GL078336/2131032022,,#N/A,,,,,
GL078337/21,31032022,GL078337/21310320220,0,GL078337/21310320220,,,,,
GL078337/21,31032022,GL078337/2131032022,,#N/A,,,,,
GL078338/21,31032022,GL078338/21310320220,0,GL078338/21310320220,,,,,
GL078338/21,31032022,GL078338/2131032022,,#N/A,,,,,
GL078339/21,31032022,GL078339/21310320220,0,GL078339/21310320220,,,,,
GL078339/21,31032022,GL078339/2131032022,,#N/A,,,,,
GL078340/21,31032022,GL078340/21310320220,0,GL078340/21310320220,,,,,
GL078340/21,31032022,GL078340/2131032022,,#N/A,,,,,
GL078341/21,31032022,GL078341/21310320223000,3000,GL078341/21310320223000,,,,,
GL078342/21,31032022,GL078342/21310320220,0,GL078342/21310320220,,,,,
GL078342/21,31032022,GL078342/2131032022,,#N/A,,,,,
GL078343/21,31032022,GL078343/21310320220,0,GL078343/21310320220,,,,,
GL078343/21,31032022,GL078343/2131032022,,#N/A,,,,,
GL078344/21,31032022,GL078344/213103202217000,17000,GL078344/213103202217000,,,,,
GL078345/21,31032022,GL078345/213103202210000,10000,GL078345/213103202210000,,,,,
GL078346/21,31032022,GL078346/21310320220,0,GL078346/21310320220,,,,,
GL078346/21,31032022,GL078346/2131032022,,#N/A,,,,,
GL078347/21,31032022,GL078347/213103202228000,28000,GL078347/213103202228000,,,,,
GL078348/21,31032022,GL078348/21310320220,0,GL078348/21310320220,,,,,
GL078348/21,31032022,GL078348/2131032022,,#N/A,,,,,
GL078349/21,31032022,GL078349/21310320220,0,GL078349/21310320220,,,,,
GL078349/21,31032022,GL078349/2131032022,,#N/A,,,,,
GL078350/21,31032022,GL078350/21310320225000,5000,GL078350/21310320225000,,,,,
GL078351/21,31032022,GL078351/21310320220,0,GL078351/21310320220,,,,,
GL078351/21,31032022,GL078351/2131032022,,#N/A,,,,,
GL078352/21,31032022,GL078352/21310320229000,9000,GL078352/21310320229000,,,,,
GL078353/21,31032022,GL078353/2131032022500,500,GL078353/2131032022500,,,,,
GL078354/21,31032022,GL078354/21310320220,0,GL078354/21310320220,,,,,
GL078354/21,31032022,GL078354/2131032022,,#N/A,,,,,
GL078355/21,31032022,GL078355/21310320223923,3923,GL078355/21310320223923,,,,,
GL078355/21,31032022,GL078355/2131032022,,#N/A,,,,,
